Startup_ID,Startup_Name,Industry,Funding_Stage,Funding_Amount_USD,Funding_Date,Country,Investor_Type,Employee_Size,Valuation_USD
2995,Startup_2995,SaaS,Pre-Seed,42567422,2021-06-03,India,Private Equity,11-50,342827689
2996,Startup_2996,FinTech,IPO,29006943,2019-05-23,Australia,Corporate,201-500,213945282
2997,Startup_2997,EdTech,Pre-Seed,4897418,2020-08-17,Singapore,VC,500+,298712633
2998,Startup_2998,E-commerce,Seed,46075965,2021-03-19,USA,Corporate,500+,460574746
2999,Startup_2999,HealthTech,Pre-Seed,15566974,2018-12-03,USA,Corporate,500+,365491729
3000,Startup_3000,CleanTech,Series C,17580739,2024-08-15,UK,Corporate,201-500,272812619
3001,Startup_3001,CleanTech,Series C,7925904,2021-06-26,Australia,Accelerator,201-500,2992013
3002,Startup_3002,HealthTech,Pre-Seed,40160138,2018-09-07,Australia,Private Equity,201-500,194341155
3003,Startup_3003,SaaS,IPO,36108469,2021-12-24,UK,Private Equity,1-10,365264873
3004,Startup_3004,AI,Series C,19437071,2019-01-17,USA,Angel,201-500,222865240
3005,Startup_3005,E-commerce,Series B,43066839,2022-04-11,Singapore,VC,51-200,25775558
3006,Startup_3006,E-commerce,Series C,44544074,2019-06-08,Australia,Corporate,1-10,234268015
3007,Startup_3007,HealthTech,Pre-Seed,24989386,2017-02-25,UK,VC,51-200,255077448
3008,Startup_3008,FinTech,IPO,7844833,2019-12-28,USA,Private Equity,500+,378742269
3009,Startup_3009,AI,Series A,36122282,2017-06-27,Singapore,Private Equity,11-50,372548578
3010,Startup_3010,E-commerce,IPO,28159777,2016-07-19,Germany,Corporate,500+,367335553
3011,Startup_3011,HealthTech,IPO,36391087,2017-03-20,Canada,Accelerator,201-500,485114104
3012,Startup_3012,CleanTech,IPO,49070473,2023-05-22,Australia,Corporate,11-50,290737157
3013,Startup_3013,E-commerce,Series B,9642496,2022-09-30,Germany,Corporate,500+,310544393
3014,Startup_3014,AgriTech,Seed,11404356,2017-10-19,Germany,Angel,1-10,130894531
3015,Startup_3015,AI,Pre-Seed,12564863,2024-01-14,Canada,Accelerator,201-500,265152675
3016,Startup_3016,AI,Seed,35753084,2020-03-05,USA,VC,500+,121838985
3017,Startup_3017,AgriTech,Series A,5094661,2019-08-04,USA,Accelerator,11-50,35184556
3018,Startup_3018,EdTech,Seed,41827251,2017-01-30,UK,Corporate,51-200,151491301
3019,Startup_3019,CleanTech,Pre-Seed,45874724,2023-07-27,India,Corporate,500+,73555110
3020,Startup_3020,AgriTech,Pre-Seed,4468349,2018-01-12,USA,Corporate,1-10,152884539
3021,Startup_3021,SaaS,Series A,44795183,2022-10-19,Canada,Corporate,11-50,440941146
3022,Startup_3022,SaaS,Pre-Seed,26209518,2022-10-29,India,Corporate,500+,17006617
3023,Startup_3023,HealthTech,Series A,1817588,2023-10-26,Canada,Accelerator,51-200,211208132
3024,Startup_3024,AI,Series A,46369503,2025-08-18,Canada,Corporate,201-500,226172462
3025,Startup_3025,EdTech,Pre-Seed,8649469,2019-12-01,Canada,Private Equity,201-500,332143549
3026,Startup_3026,EdTech,Series C,2988493,2017-11-30,Australia,Private Equity,201-500,34588679
3027,Startup_3027,E-commerce,Series A,27062397,2025-10-07,Australia,Angel,11-50,362384617
3028,Startup_3028,E-commerce,Pre-Seed,38088477,2020-10-22,India,VC,51-200,310325419
3029,Startup_3029,AgriTech,Series C,25440200,2021-10-14,Germany,Private Equity,51-200,161614832
3030,Startup_3030,EdTech,Series A,15132712,2021-01-14,Australia,Angel,500+,300517647
3031,Startup_3031,AgriTech,Series C,24241548,2023-12-06,Singapore,Accelerator,201-500,430312637
3032,Startup_3032,CleanTech,Series B,49849981,2022-09-06,Canada,VC,11-50,81661472
3033,Startup_3033,AgriTech,IPO,14664706,2024-10-02,Australia,Corporate,201-500,174949059
3034,Startup_3034,E-commerce,Series B,928269,2023-05-11,UK,Corporate,201-500,247680135
3035,Startup_3035,AI,Series C,33653746,2022-05-08,USA,Accelerator,500+,98329626
3036,Startup_3036,AgriTech,Series A,13651360,2025-06-12,Singapore,VC,500+,149020663
3037,Startup_3037,FinTech,Pre-Seed,22636349,2024-02-05,USA,Private Equity,500+,141982597
3038,Startup_3038,AI,Seed,47071225,2020-12-15,USA,VC,1-10,135349684
3039,Startup_3039,EdTech,Pre-Seed,11914437,2020-03-10,India,Angel,1-10,306764041
3040,Startup_3040,EdTech,Seed,14118419,2024-10-10,UK,Accelerator,11-50,458612159
3041,Startup_3041,AgriTech,Seed,45323290,2023-02-19,UK,Private Equity,11-50,425125273
3042,Startup_3042,AI,Series A,41137438,2019-03-11,Singapore,VC,500+,49981662
3043,Startup_3043,E-commerce,Series C,31797741,2019-09-15,UK,VC,51-200,410127985
3044,Startup_3044,E-commerce,Pre-Seed,35034343,2023-05-17,UK,Private Equity,11-50,17074220
3045,Startup_3045,SaaS,Series C,2444538,2018-12-06,UK,Angel,1-10,454754372
3046,Startup_3046,EdTech,Series B,28493553,2018-06-26,Singapore,Angel,1-10,197287115
3047,Startup_3047,HealthTech,Series A,17195622,2020-10-12,Germany,VC,201-500,414069044
3048,Startup_3048,SaaS,Series A,11838604,2024-02-16,UK,Corporate,500+,395185287
3049,Startup_3049,E-commerce,Series B,11421998,2021-02-15,Australia,Private Equity,51-200,422686413
3050,Startup_3050,AI,Pre-Seed,2508020,2024-06-26,UK,Angel,500+,246708558
3051,Startup_3051,CleanTech,IPO,35190876,2018-02-05,India,Angel,1-10,326776633
3052,Startup_3052,E-commerce,Series B,3824150,2018-08-23,India,Angel,51-200,264927140
3053,Startup_3053,AI,Pre-Seed,5126703,2017-11-05,Australia,Accelerator,11-50,168268068
3054,Startup_3054,SaaS,Seed,27330809,2020-01-14,UK,Corporate,201-500,251543486
3055,Startup_3055,EdTech,Series A,20593653,2023-11-24,Germany,Angel,1-10,377849147
3056,Startup_3056,E-commerce,Pre-Seed,36297219,2022-06-29,UK,Corporate,201-500,376999568
3057,Startup_3057,AgriTech,Series C,28189199,2020-10-18,Australia,VC,500+,280764908
3058,Startup_3058,AI,Series C,4990172,2024-05-16,UK,VC,51-200,313613712
3059,Startup_3059,EdTech,Series A,48691239,2025-10-08,UK,Accelerator,500+,460794858
3060,Startup_3060,CleanTech,Series B,24618603,2021-11-04,Canada,Corporate,201-500,385407262
3061,Startup_3061,CleanTech,IPO,42107567,2024-01-20,Germany,Private Equity,1-10,488173920
3062,Startup_3062,HealthTech,Series B,2872097,2017-10-04,USA,Accelerator,201-500,239576183
3063,Startup_3063,AI,Pre-Seed,48483007,2024-07-31,Australia,Angel,1-10,340542745
3064,Startup_3064,SaaS,Series B,19439921,2018-04-24,UK,VC,201-500,38831409
3065,Startup_3065,HealthTech,Series A,776272,2018-02-14,Australia,VC,500+,118043959
3066,Startup_3066,HealthTech,Pre-Seed,24560506,2022-11-24,USA,Private Equity,201-500,208574268
3067,Startup_3067,FinTech,Seed,22617153,2023-03-06,Germany,Accelerator,11-50,450573627
3068,Startup_3068,E-commerce,Series B,22530425,2020-11-04,Australia,Corporate,500+,19929349
3069,Startup_3069,AI,Series B,7412481,2024-11-07,UK,VC,201-500,211701268
3070,Startup_3070,HealthTech,IPO,33744080,2017-12-20,USA,Angel,201-500,456956533
3071,Startup_3071,FinTech,Pre-Seed,8877698,2022-01-01,Australia,Private Equity,51-200,197325299
3072,Startup_3072,SaaS,Series C,45437257,2019-02-06,Singapore,Private Equity,500+,162696091
3073,Startup_3073,EdTech,Series B,49450998,2024-04-22,USA,Private Equity,51-200,191690666
3074,Startup_3074,AgriTech,Series A,29131358,2022-10-06,Germany,Angel,500+,154535378
3075,Startup_3075,AgriTech,Series B,38185456,2024-01-01,UK,Private Equity,1-10,35194586
3076,Startup_3076,AI,IPO,905860,2020-09-25,Canada,Corporate,500+,357619187
3077,Startup_3077,HealthTech,Seed,38546744,2018-12-16,Germany,Corporate,500+,407092652
3078,Startup_3078,AgriTech,IPO,4248625,2020-05-15,Canada,Accelerator,201-500,465435854
3079,Startup_3079,E-commerce,Series B,38590944,2020-12-11,UK,Accelerator,11-50,146773239
3080,Startup_3080,AgriTech,Series C,3173544,2023-02-25,USA,Corporate,500+,57831242
3081,Startup_3081,AgriTech,Series B,40174151,2022-12-11,Singapore,Angel,51-200,72047927
3082,Startup_3082,AgriTech,Pre-Seed,3881657,2019-06-06,Singapore,Accelerator,11-50,421776719
3083,Startup_3083,CleanTech,Series B,24687957,2022-12-05,Australia,Private Equity,500+,474778590
3084,Startup_3084,FinTech,Series C,6471534,2021-10-09,Germany,Corporate,11-50,353376560
3085,Startup_3085,HealthTech,Pre-Seed,36395540,2019-06-11,Germany,VC,1-10,268772
3086,Startup_3086,E-commerce,Series A,17142327,2019-09-12,Germany,Angel,11-50,19925663
3087,Startup_3087,HealthTech,Pre-Seed,48252141,2016-07-28,India,Angel,1-10,180232661
3088,Startup_3088,CleanTech,IPO,37690004,2021-08-23,Singapore,Corporate,11-50,287623549
3089,Startup_3089,AI,Seed,20835099,2024-11-06,Singapore,VC,11-50,406202413
3090,Startup_3090,AI,IPO,13867990,2022-02-13,UK,Angel,51-200,87290542
3091,Startup_3091,AI,Pre-Seed,24567132,2021-10-29,India,Accelerator,51-200,195209832
3092,Startup_3092,SaaS,Series A,7398227,2025-02-02,Germany,VC,201-500,322603117
3093,Startup_3093,AgriTech,Series B,13632513,2019-05-03,Germany,Private Equity,11-50,5760809
3094,Startup_3094,SaaS,Pre-Seed,11314745,2017-12-21,Canada,Accelerator,1-10,73910681
3095,Startup_3095,FinTech,IPO,28988498,2021-06-06,Australia,VC,11-50,30617397
3096,Startup_3096,AI,Pre-Seed,26322395,2025-07-16,India,Corporate,500+,328595884
3097,Startup_3097,CleanTech,Pre-Seed,25345936,2017-06-20,Australia,Angel,1-10,86018288
3098,Startup_3098,E-commerce,Pre-Seed,18618986,2020-01-06,USA,Accelerator,500+,93363424
3099,Startup_3099,HealthTech,Series A,832129,2025-04-17,Australia,Corporate,201-500,8021293
3100,Startup_3100,AgriTech,Series C,42926620,2020-02-23,Singapore,VC,500+,113823691
3101,Startup_3101,EdTech,Series C,26975599,2023-03-23,UK,Private Equity,201-500,16059458
3102,Startup_3102,E-commerce,Pre-Seed,41795619,2025-09-27,USA,Angel,201-500,338596246
3103,Startup_3103,AgriTech,Series A,40463618,2020-07-13,USA,Angel,201-500,233980436
3104,Startup_3104,SaaS,Series A,18405472,2019-07-16,UK,Accelerator,500+,130089824
3105,Startup_3105,SaaS,Pre-Seed,41452657,2021-03-15,Germany,Corporate,201-500,209085370
3106,Startup_3106,E-commerce,IPO,18392690,2025-09-15,Singapore,VC,201-500,113808285
3107,Startup_3107,SaaS,IPO,47918386,2018-07-28,Canada,VC,51-200,491397271
3108,Startup_3108,AI,Seed,24282343,2017-08-17,Germany,Corporate,11-50,267572556
3109,Startup_3109,FinTech,Pre-Seed,48940549,2020-08-28,Australia,Angel,201-500,198265816
3110,Startup_3110,HealthTech,Seed,673761,2022-02-24,Germany,Corporate,1-10,42064821
3111,Startup_3111,FinTech,IPO,12561661,2018-05-09,India,VC,1-10,310487489
3112,Startup_3112,AgriTech,IPO,24666550,2016-01-13,USA,Corporate,51-200,396109352
3113,Startup_3113,HealthTech,Pre-Seed,16284016,2025-03-15,USA,Angel,500+,349094353
3114,Startup_3114,CleanTech,Seed,29404480,2021-04-10,Singapore,Accelerator,500+,425570261
3115,Startup_3115,HealthTech,Seed,25814822,2020-12-29,Australia,Angel,500+,393491289
3116,Startup_3116,FinTech,Pre-Seed,15527848,2025-10-29,USA,Private Equity,201-500,216364547
3117,Startup_3117,E-commerce,Seed,28544820,2024-03-14,Canada,Private Equity,500+,132970127
3118,Startup_3118,HealthTech,Series B,32757994,2020-05-06,Canada,Corporate,500+,288600959
3119,Startup_3119,CleanTech,IPO,31119056,2018-02-09,Australia,Angel,11-50,91715805
3120,Startup_3120,CleanTech,Series C,28414628,2018-09-06,Canada,Angel,201-500,492381253
3121,Startup_3121,CleanTech,Series A,25501322,2018-08-16,UK,VC,201-500,302255775
3122,Startup_3122,FinTech,Seed,21680192,2024-05-09,Australia,Accelerator,1-10,88286906
3123,Startup_3123,HealthTech,Seed,3503705,2024-12-27,Singapore,Angel,1-10,177999900
3124,Startup_3124,EdTech,Series A,39375918,2019-11-09,Canada,Corporate,11-50,261626847
3125,Startup_3125,E-commerce,Seed,12220987,2016-01-02,India,VC,51-200,3180322
3126,Startup_3126,AI,Series A,2509288,2023-05-04,India,VC,201-500,213614878
3127,Startup_3127,HealthTech,Pre-Seed,16631075,2018-06-29,Germany,Corporate,1-10,246272667
3128,Startup_3128,CleanTech,Series B,40054152,2021-08-02,Germany,Corporate,500+,31816874
3129,Startup_3129,EdTech,Series B,1199302,2019-05-15,Singapore,Angel,201-500,451859383
3130,Startup_3130,AI,IPO,6430655,2022-07-11,Australia,Angel,201-500,116232124
3131,Startup_3131,AI,Series C,16792926,2021-03-15,Germany,VC,201-500,335764324
3132,Startup_3132,AgriTech,Seed,36082923,2024-03-30,Germany,VC,1-10,307202432
3133,Startup_3133,HealthTech,Series C,14051139,2023-07-08,India,Accelerator,11-50,291902887
3134,Startup_3134,FinTech,Pre-Seed,48193733,2020-03-03,Germany,VC,1-10,346180530
3135,Startup_3135,HealthTech,Series B,10381789,2018-11-27,India,Corporate,500+,394447587
3136,Startup_3136,EdTech,Pre-Seed,38351297,2025-07-20,Canada,Corporate,500+,353732488
3137,Startup_3137,AI,Pre-Seed,4798065,2020-04-02,Canada,Accelerator,51-200,67043586
3138,Startup_3138,HealthTech,Seed,17412914,2020-01-04,Singapore,Private Equity,1-10,336480125
3139,Startup_3139,FinTech,Pre-Seed,29403828,2020-09-22,UK,Private Equity,1-10,243296356
3140,Startup_3140,AgriTech,Series B,49985896,2019-04-13,Germany,Corporate,51-200,34610459
3141,Startup_3141,HealthTech,Series C,38205631,2018-06-16,Canada,Private Equity,51-200,318265295
3142,Startup_3142,E-commerce,Series B,23163982,2016-05-29,Canada,Private Equity,201-500,386697799
3143,Startup_3143,AgriTech,Seed,20580638,2025-07-11,Australia,Accelerator,201-500,397057285
3144,Startup_3144,FinTech,Series B,12824667,2016-07-01,Singapore,VC,500+,160556642
3145,Startup_3145,EdTech,Series A,5667789,2022-02-28,USA,VC,11-50,50570287
3146,Startup_3146,AI,Series C,9516617,2016-12-24,USA,Private Equity,500+,212667359
3147,Startup_3147,HealthTech,Series A,22882461,2018-06-24,Singapore,Angel,1-10,107953188
3148,Startup_3148,FinTech,Series A,21984044,2019-06-28,India,Accelerator,11-50,267596165
3149,Startup_3149,AgriTech,IPO,25113988,2017-07-02,UK,Private Equity,201-500,365036826
3150,Startup_3150,E-commerce,Seed,43755711,2024-04-22,Australia,Angel,51-200,364850050
3151,Startup_3151,FinTech,Pre-Seed,44755322,2020-06-16,Australia,Angel,51-200,344172647
3152,Startup_3152,SaaS,Series A,31892171,2022-08-11,Singapore,Accelerator,500+,25789752
3153,Startup_3153,CleanTech,Series B,38227223,2018-10-25,USA,VC,1-10,221607380
3154,Startup_3154,E-commerce,Pre-Seed,9691647,2018-02-02,UK,Corporate,1-10,40287184
3155,Startup_3155,AgriTech,Series B,39745426,2023-10-28,Canada,Angel,51-200,455456052
3156,Startup_3156,EdTech,Series B,49049489,2025-03-09,Singapore,Corporate,500+,3484114
3157,Startup_3157,AI,Pre-Seed,73439,2024-10-09,India,Corporate,500+,12121756
3158,Startup_3158,AgriTech,Pre-Seed,9845154,2021-02-09,UK,Accelerator,201-500,310177357
3159,Startup_3159,CleanTech,Series B,10940077,2023-08-08,USA,VC,201-500,191464616
3160,Startup_3160,EdTech,Seed,25832888,2019-07-04,Canada,Accelerator,201-500,121557983
3161,Startup_3161,HealthTech,Series C,46925023,2021-07-30,Singapore,Angel,11-50,362872971
3162,Startup_3162,FinTech,IPO,18313925,2021-01-02,Australia,VC,500+,498614380
3163,Startup_3163,SaaS,Series C,21376009,2017-02-15,Germany,Private Equity,500+,476632246
3164,Startup_3164,E-commerce,Seed,38698091,2017-07-07,Australia,VC,201-500,377769051
3165,Startup_3165,E-commerce,IPO,17071577,2017-01-06,Australia,Accelerator,51-200,289084506
3166,Startup_3166,FinTech,Pre-Seed,46923266,2024-01-07,Canada,Accelerator,201-500,364643879
3167,Startup_3167,SaaS,IPO,15668461,2018-07-15,USA,Corporate,11-50,176379231
3168,Startup_3168,FinTech,Series B,21517164,2022-11-07,Singapore,Private Equity,51-200,185549698
3169,Startup_3169,HealthTech,Series C,23544287,2023-01-03,USA,VC,500+,72538325
3170,Startup_3170,CleanTech,IPO,28085419,2017-06-15,Germany,Private Equity,11-50,452230395
3171,Startup_3171,EdTech,Series B,37561828,2020-09-01,Australia,Corporate,11-50,277464238
3172,Startup_3172,AgriTech,Seed,22556047,2022-12-17,Canada,Private Equity,51-200,408480211
3173,Startup_3173,E-commerce,IPO,30835527,2017-04-07,UK,Private Equity,201-500,75245180
3174,Startup_3174,HealthTech,Series B,26756369,2024-02-07,UK,VC,201-500,294063442
3175,Startup_3175,EdTech,Seed,26182859,2018-10-25,Canada,Private Equity,1-10,16550051
3176,Startup_3176,HealthTech,Pre-Seed,8519178,2024-08-28,UK,Corporate,51-200,247873601
3177,Startup_3177,SaaS,Seed,49953981,2024-04-29,Australia,Angel,201-500,278108932
3178,Startup_3178,E-commerce,Seed,15048645,2021-02-23,Singapore,Angel,11-50,37945399
3179,Startup_3179,AgriTech,Series C,3976427,2019-09-18,Canada,Accelerator,201-500,421801012
3180,Startup_3180,FinTech,Series B,31847603,2024-09-29,Canada,Angel,201-500,229841697
3181,Startup_3181,FinTech,IPO,34557005,2021-05-17,USA,VC,11-50,303248550
3182,Startup_3182,EdTech,Series C,18604398,2018-01-21,India,Accelerator,51-200,353142103
3183,Startup_3183,AgriTech,Series A,5744166,2018-02-09,USA,Angel,1-10,223421930
3184,Startup_3184,CleanTech,Seed,485643,2021-05-06,UK,Angel,201-500,206596587
3185,Startup_3185,AI,Series A,36679584,2016-05-08,India,Accelerator,201-500,24307299
3186,Startup_3186,SaaS,Series C,21618560,2024-12-06,Canada,VC,201-500,455325378
3187,Startup_3187,EdTech,Series B,41152784,2024-03-27,UK,Accelerator,51-200,245014174
3188,Startup_3188,AI,Series C,26837222,2020-10-19,Germany,VC,11-50,308706695
3189,Startup_3189,HealthTech,Series B,42359487,2023-12-30,UK,VC,11-50,253296441
3190,Startup_3190,SaaS,Series B,39006314,2022-11-28,India,Corporate,11-50,58176561
3191,Startup_3191,HealthTech,Pre-Seed,14695720,2016-11-11,India,Angel,11-50,169464543
3192,Startup_3192,CleanTech,Seed,18785519,2023-04-20,Canada,Angel,11-50,156704150
3193,Startup_3193,AgriTech,Series C,44834594,2018-05-18,Singapore,Private Equity,11-50,424174105
3194,Startup_3194,E-commerce,Series B,9864615,2022-09-02,Germany,Accelerator,201-500,115355863
3195,Startup_3195,SaaS,Series C,13426632,2023-04-19,Canada,Corporate,201-500,256202628
3196,Startup_3196,AI,Series C,13514891,2021-10-03,Germany,Angel,11-50,462461551
3197,Startup_3197,CleanTech,Series B,46710043,2023-07-02,Germany,Private Equity,11-50,430841302
3198,Startup_3198,E-commerce,IPO,13541953,2016-03-13,Canada,Corporate,51-200,429610539
3199,Startup_3199,FinTech,Series A,21154159,2025-11-07,Australia,VC,51-200,414493596
3200,Startup_3200,AI,Seed,42565206,2025-09-03,UK,Angel,500+,159599751
3201,Startup_3201,EdTech,Seed,18973218,2023-04-02,USA,Accelerator,201-500,22927812
3202,Startup_3202,FinTech,IPO,36620182,2020-11-20,Germany,Corporate,11-50,126851283
3203,Startup_3203,CleanTech,Pre-Seed,25882319,2022-01-12,Australia,Private Equity,201-500,231313970
3204,Startup_3204,FinTech,IPO,12449812,2022-02-14,India,Accelerator,500+,285540014
3205,Startup_3205,EdTech,Pre-Seed,49378185,2016-08-02,Canada,VC,51-200,276245022
3206,Startup_3206,SaaS,Pre-Seed,108791,2023-09-12,Singapore,Accelerator,500+,400779765
3207,Startup_3207,FinTech,IPO,13429028,2023-07-15,Australia,Private Equity,1-10,106674163
3208,Startup_3208,AgriTech,Seed,44969407,2016-02-26,UK,VC,51-200,348098570
3209,Startup_3209,AI,Series A,41814274,2018-05-11,Australia,Private Equity,201-500,386877267
3210,Startup_3210,E-commerce,Seed,24750088,2023-02-16,Germany,Angel,51-200,137791724
3211,Startup_3211,FinTech,Seed,189118,2023-10-06,Singapore,Private Equity,500+,453214070
3212,Startup_3212,AI,Seed,40872948,2025-03-05,Australia,Accelerator,11-50,409325213
3213,Startup_3213,HealthTech,IPO,22772262,2018-02-06,UK,Angel,500+,86695294
3214,Startup_3214,AI,IPO,2776217,2025-07-21,Australia,Angel,500+,281023289
3215,Startup_3215,E-commerce,IPO,22689736,2023-03-09,Canada,Corporate,11-50,308576972
3216,Startup_3216,AI,Seed,10789924,2018-11-29,Singapore,Accelerator,201-500,107442175
3217,Startup_3217,EdTech,Series A,30511750,2016-06-17,India,Accelerator,201-500,16776884
3218,Startup_3218,CleanTech,Pre-Seed,19297610,2022-06-14,Germany,VC,51-200,403668208
3219,Startup_3219,E-commerce,Series C,17416568,2017-02-12,Germany,Private Equity,500+,109228668
3220,Startup_3220,CleanTech,Pre-Seed,43360944,2019-12-09,Singapore,Private Equity,51-200,60516564
3221,Startup_3221,SaaS,Pre-Seed,32165603,2022-12-15,UK,Accelerator,11-50,217258300
3222,Startup_3222,CleanTech,Series C,42020464,2023-06-19,Canada,Private Equity,1-10,20652623
3223,Startup_3223,HealthTech,Seed,7076855,2025-09-27,Australia,Accelerator,201-500,239523445
3224,Startup_3224,EdTech,Series A,3854130,2024-04-08,Australia,Angel,11-50,499882000
3225,Startup_3225,SaaS,Series A,40909169,2022-02-24,USA,Private Equity,201-500,35197234
3226,Startup_3226,AI,Pre-Seed,37248653,2023-05-27,Germany,Private Equity,51-200,288586069
3227,Startup_3227,E-commerce,Series C,46456627,2020-11-17,Australia,Accelerator,1-10,316685037
3228,Startup_3228,HealthTech,Series B,8711978,2024-02-28,India,Accelerator,500+,140555806
3229,Startup_3229,EdTech,Seed,7757410,2020-06-05,Germany,VC,201-500,137470622
3230,Startup_3230,SaaS,Pre-Seed,12978708,2019-05-05,Germany,Private Equity,500+,283695894
3231,Startup_3231,SaaS,Series A,1090062,2020-07-01,USA,Corporate,51-200,244692998
3232,Startup_3232,HealthTech,IPO,32200748,2017-12-01,USA,Accelerator,201-500,2348534
3233,Startup_3233,AgriTech,IPO,38393671,2020-04-10,Canada,Corporate,51-200,417598728
3234,Startup_3234,AI,Series C,20565849,2017-01-25,Australia,Angel,500+,85163169
3235,Startup_3235,HealthTech,Series C,42153927,2018-04-23,Australia,Angel,51-200,499764498
3236,Startup_3236,SaaS,Pre-Seed,16703946,2017-09-07,Germany,Corporate,51-200,43935894
3237,Startup_3237,FinTech,Series B,21719110,2021-11-15,Germany,Angel,51-200,466534079
3238,Startup_3238,EdTech,Series A,13672631,2024-09-12,UK,Corporate,11-50,443740165
3239,Startup_3239,HealthTech,Pre-Seed,1867820,2024-09-07,UK,VC,11-50,120956637
3240,Startup_3240,AgriTech,Series B,8099412,2017-06-25,Australia,VC,201-500,285162240
3241,Startup_3241,SaaS,Series C,30607241,2019-03-08,Singapore,Angel,51-200,152351769
3242,Startup_3242,AI,IPO,37277979,2020-05-05,Singapore,Corporate,51-200,308043046
3243,Startup_3243,CleanTech,Seed,29862410,2021-04-27,India,Corporate,51-200,116645007
3244,Startup_3244,SaaS,IPO,42747420,2025-03-12,Australia,Corporate,11-50,92069121
3245,Startup_3245,AI,Series A,5168037,2016-01-29,Australia,Angel,500+,492484707
3246,Startup_3246,HealthTech,Series A,28718007,2024-11-26,Australia,Corporate,51-200,474682230
3247,Startup_3247,AI,IPO,9569308,2020-09-30,India,Accelerator,1-10,274186995
3248,Startup_3248,E-commerce,IPO,11017680,2022-09-08,UK,Corporate,201-500,54902837
3249,Startup_3249,E-commerce,Series B,31027061,2019-11-27,Singapore,Accelerator,11-50,457248060
3250,Startup_3250,E-commerce,Pre-Seed,49551546,2022-06-12,Australia,VC,500+,383705866
3251,Startup_3251,AgriTech,Series C,44079548,2025-06-04,India,Accelerator,1-10,479249544
3252,Startup_3252,AgriTech,Series B,17754244,2022-03-06,Germany,VC,51-200,323078148
3253,Startup_3253,FinTech,Seed,1878864,2025-02-16,Singapore,Angel,11-50,337166114
3254,Startup_3254,AgriTech,IPO,4332378,2023-10-31,USA,VC,51-200,8813237
3255,Startup_3255,CleanTech,Seed,9595529,2018-10-31,Singapore,VC,201-500,106416371
3256,Startup_3256,HealthTech,Seed,1554895,2017-06-18,Germany,Corporate,11-50,247778552
3257,Startup_3257,SaaS,Series B,28838706,2016-09-06,UK,Private Equity,1-10,215318401
3258,Startup_3258,SaaS,Series C,5347083,2018-06-24,Canada,VC,500+,255421193
3259,Startup_3259,FinTech,Series A,31286613,2024-10-29,Canada,Accelerator,500+,368295508
3260,Startup_3260,AgriTech,Pre-Seed,37767406,2021-11-14,UK,Angel,201-500,276850172
3261,Startup_3261,CleanTech,Series A,41915206,2022-11-01,Germany,Accelerator,500+,434553432
3262,Startup_3262,AI,Series C,20453207,2022-03-04,India,Angel,500+,365588521
3263,Startup_3263,FinTech,Series A,15108948,2021-04-03,Singapore,Accelerator,201-500,356981254
3264,Startup_3264,CleanTech,IPO,35823801,2017-08-25,Singapore,VC,1-10,444329614
3265,Startup_3265,AI,IPO,30161855,2016-01-10,India,Private Equity,11-50,337621764
3266,Startup_3266,CleanTech,Series B,12686432,2018-09-01,Canada,VC,11-50,260281873
3267,Startup_3267,AI,Seed,31558744,2018-01-26,Australia,Corporate,201-500,190931763
3268,Startup_3268,EdTech,Series C,6494489,2018-06-01,Australia,Accelerator,51-200,194504220
3269,Startup_3269,CleanTech,Series C,9382947,2018-05-21,UK,Private Equity,201-500,166327173
3270,Startup_3270,SaaS,Series A,47132573,2021-10-09,Australia,Accelerator,201-500,339549942
3271,Startup_3271,E-commerce,Series B,11347549,2020-08-02,UK,Corporate,201-500,101945514
3272,Startup_3272,AgriTech,Series A,12765228,2022-12-27,Australia,Corporate,201-500,221381927
3273,Startup_3273,AI,Series A,49381133,2024-02-21,USA,Corporate,500+,33801980
3274,Startup_3274,EdTech,Series C,46980266,2023-08-07,Canada,VC,500+,18307523
3275,Startup_3275,CleanTech,Series A,23632744,2023-01-24,UK,VC,1-10,182169400
3276,Startup_3276,SaaS,Seed,39364383,2024-12-21,USA,Private Equity,201-500,246350918
3277,Startup_3277,E-commerce,Series A,20574451,2020-03-06,India,Corporate,11-50,10795009
3278,Startup_3278,AI,Seed,26128561,2021-07-01,Canada,VC,51-200,377022990
3279,Startup_3279,CleanTech,Series C,45931039,2019-11-25,Canada,Angel,500+,275634431
3280,Startup_3280,CleanTech,Series B,38872304,2018-11-16,UK,Angel,11-50,30024925
3281,Startup_3281,AI,IPO,5930322,2022-02-14,UK,VC,500+,104467976
3282,Startup_3282,FinTech,Seed,12887078,2017-02-22,Germany,Private Equity,1-10,39447158
3283,Startup_3283,FinTech,Series B,31825673,2016-09-06,Australia,Accelerator,51-200,198382132
3284,Startup_3284,SaaS,Series B,42955279,2016-02-21,India,Corporate,500+,442790450
3285,Startup_3285,E-commerce,Seed,47863521,2025-09-05,India,VC,51-200,367853624
3286,Startup_3286,AI,Series C,16481080,2019-06-12,Singapore,Private Equity,51-200,467774198
3287,Startup_3287,SaaS,Pre-Seed,21017851,2019-02-05,USA,Accelerator,11-50,231186290
3288,Startup_3288,SaaS,Series B,17032748,2017-03-21,USA,Private Equity,500+,285271588
3289,Startup_3289,HealthTech,Series B,4894218,2016-11-15,Germany,Accelerator,51-200,67627038
